id,open_edges
7330,37355-54053-74156-97550-104697-106170-114323-114535-117621
7331,37359-44993-45385-47641-50167-53331-66971-67437-67951-70349-72645-86439-92885-110943-115883-115909-117457
7332,37365-41499-43597-45472-56990-60382-70019-73274-76412-77264-79624-79849-85262-86388-86548-89274-90302-96094-98464-101272-104738-107678-107877-114710-115776-115948-116136-116798-117030
7333,37369
7334,37371-38710-38806-39285-43001-46137-49110-50893-54450-55720-56617-57019-57579-60090-66112-66912-67471-73186-75606-83694-85035-85323-85456-85902-86465-90030-90995-95296-96456-97454-98706-99035-106548-107942-110136-110656-114578-114922-114957-115100-115132-115184-115202-115250-115572-115626-115862-115935-115989-116150-116184-116428-116553-116669-116789-116867-117019-117061-117098-117278-117359-117410
7335,37373
7336,37374-115083-116460
7337,37387
7338,37393-101833
7339,37394-41410-43360-53664-53760-60726-68096-75288-84458-91832-98758-105302-106896-116098-116852
7340,37396-71446-111255-117427
7341,37400-115696
7342,37413-42878-57702-87486-117500
7343,37425-46315-46444-49482-67803-69250-97049-97517-105779-115040-115978-116405-116858
7344,37434-42972-47866-48514-49470-62420-70174-70244-70744-91972-93714-94638-99884-101626-106752-114734-115734-117456-117490-117602
7345,37437-116761
7346,37448-40068-54022-115042
7347,37450-60774-89939
7348,37455-43065-48737-116507
7349,37459-82629-116477-117151
7350,37465
7351,37468
7352,37472-106486-115022
7353,37475
7354,37487-71519
7355,37489
7356,37492
7357,37509-39003-41523-81963-97145-102587
7358,37517-48558
7359,37521-41741
7360,37527
7361,37528-52092-59012-63507-112683
7362,37531-92685
7363,37533-102153
7364,37547-68531-73951-75323-114965-115341-115589-115615-116279
7365,37550-38484-72102-98318-99518-116635-117040-117568
7366,37555
7367,37568-38340-40907-41833-50051-65872-98684-102752-103896-109412-116322-117188
7368,37571-92599
7369,37581-84917-114459
7370,37587-64446-73693-78180-81694
7371,37607
7372,37609-106988
7373,37616
7374,37619
7375,37628-68044-81940-101372-102366
7376,37633-65087-70837-73005-103609-115597-116439-116510
7377,37638-90128-94449-103368-113758
7378,37640
7379,37645-93965
7380,37648
7381,37654-38853-47654-62648-76869-115805-116328-117439
7382,37660-89926
7383,37662-40176-40834-43998-44483-47906-53338-53810-56502-67100-73204-91876-99030-99586-101084-107442-107778-113318-114670-115028-115280-115302-116496-117038-117402
7384,37667-81541-87774
7385,37668-48983-71793-79028
7386,37674-42794-48342-68804-72127-83548-89537-89810-93578-94848-95088-102556-115466
7387,37678-46924-49744-50568-51972-54570-57352-60679-67058-67562-68328-71470-77556-89488-91909-94424-95502-95962-98049-101278-102434-103718-106447-107792-107863-110740-111262-112566-114893-115288-116822
7388,37688-74417-108730-116267
7389,37701
7390,37713
7391,37716
7392,37720-42172-67996-86956
7393,37726
7394,37737-117124
7395,37738-52068-103013
7396,37740-39730-90832-94288-96554-108904-116718
7397,37743
7398,37746
7399,37751-73251
7400,37753
7401,37758
7402,37760-44111-46580-49169-60874-63764-64042-66191-68010-68779-73670-73808-76080-76138-80332-80402-99722-105070-107428-113968-115181-115354-115392-115444-115519-115580-115666-116120-116524-116528-116531-116562-116608-116626-116818-117223-117414-117559
7403,37768-41067-41083
7404,37774-40720-43754-46896-115852-116344-117094-117538
7405,37777
7406,37789-116797-117326
7407,37791-47771-49541-49706-53232-56569-59707-64323-71167-84559-97250-116398-116868
7408,37795-37906-39540-40770-43938-62446-64620-65908-66322-84893-86912-96348-98746-112747-116489
7409,37801-61662
7410,37806-107782
7411,37816-40456-52418-54124-56378-65370-65914-68548-68630-76812-89578-97082-102524-107832-112188
7412,37828-63327
7413,37843
7414,37846
7415,37852-49123-74786-75551-76627-77603-77948-82142-110494-116572-116759-117620
7416,37855
7417,37858-38758-39436-43728-49830-53250-53936-55378-59772-60130-74396-82280-87784-112596-115966-116014-116190-117386
7418,37869-51478-52993-54701-56174-65620-69331-113563
7419,37870
7420,37878-78422
7421,37888-97234
7422,37894-76629-97069-111928-113753-115933
7423,37904
7424,37911-79627-86093
7425,37917
7426,37925-47437-48417-51317-52565-54960-65563-68781-70951-72157-73435-75083-77901-79384-81129-85414-88223-93605-95461-96180-98425-101925-107350-107861-110062-113577-114793-115050-116225-116945
7427,37935
7428,37941
7429,37959
7430,37977-44407-75294-105461-114981
7431,37979
7432,37993
7433,37996-43431-44708-48072-50190-52960-54702-55868-64399-72010-78714-81180-85272-93073-94246-95870-103103-107299-109892-110445-115596-116944-117079
7434,38011-45027-72353
7435,38021-115170-115226-116092
7436,38041
7437,38053-42485
7438,38054-42261-81675-91044
7439,38059-46022-73332-76016-86036-110695-111810-116095-116646
7440,38061-73039-91923-116768
7441,38065
7442,38077-39173
7443,38086-57586
7444,38105
7445,38115
7446,38131-95281-115297-115727
7447,38144-82681-101109
7448,38150
7449,38184-39698-47168-53104-55112-55642-68320-69600-71963-78102-86562-94228-94635-103280-103710-106455-109350-116048-116853
7450,38189-102619
7451,38208-42809-67686-69628-83415-89160-89774-99492-100008-110865-114266-117512
7452,38215-48172-97622
7453,38216
7454,38219-47949-53150-75100-76734-94765-117275
7455,38220-39174-52762-57514-60154-67236-100706-103202-115317-115594-115634
7456,38236-39648-45965-55905-65848-66826-79956-101295
7457,38238-40567-48339-53257-65525-71553-72139-93673-114110-115209-115415-116575
7458,38247
7459,38249-42319-62223-64945-69845-76913-113165-117109
7460,38258
7461,38264
7462,38273-55185
7463,38278-55880
7464,38280-38468-69258-116674
7465,38284-41377-42076-43110-47090-48366-51308-51718-53140-67854-86446-86746-90414-94388-100100-104196-108216-108930-109638-110610-113091-115060-115274-116805-117004-117312-117373-117426-117575
7466,38300
7467,38309-91618
7468,38326
7469,38337-96548-115702-116690
7470,38346-81572-112294
7471,38356-39711-43400-51818-53512-56611-64575-68050-86376-95189-98919-102099-108161-108957-111921-116551-116704-117089
7472,38364-111052-117130
7473,38370-47266-62822-72342-89496-112788-116840
7474,38372
7475,38376-61721-88399-90817-116141
7476,38379
7477,38386-98872
7478,38388-52366-52824-86445
7479,38391
7480,38394-41582-47704-50782-56304-61604-67706-69203-74444-75492-77323-79997-87400-91489-94368-97460-98922-109742-112978-115244-115818-115868-116049-116180-116830-116832-116960
7481,38403-82524-115076
7482,38408
7483,38412-91810
7484,38425-53447-55813-104557-116687-117264
7485,38428-102296
7486,38431-46718-60411-66373-71587-73468-75568-79943-81299-81982-84021-88636-96682-98513-99503-99701-100280-108773-109855-110798-111995-115197-115644-115720-116234-116379-116385-116618-116825-116947-117365-117521-117553
7487,38452
7488,38454-46504-47592-51130-51556-65644-68766-69414-75669-89412-90697-110354-113102-115733-116834-116936-117632
7489,38456
7490,38471-38707-41723-55349-59883-64937-66533-73497-83729-87619-110885-117067
7491,38490-42624-77963-116693-117270
7492,38507
7493,38508
7494,38513-115773
7495,38515-57323
7496,38554-57404-64820-73648-84618-95350-105708-113624-114987-115032-116444
7497,38561-41907
7498,38576
7499,38582
7500,38594
7501,38599-41166-44095-81720
7502,38604-116339
7503,38606
7504,38608-52459-57549-68704-74459-95438-116722-117095
7505,38624-52197-85904
7506,38630-43923-44284-65016-115754-115826-117384
7507,38653-53515
7508,38654-39840-42390-49317-63512-114954-115056-116146-116848-117170
7509,38664-39358-45286-107326-115268-116730
7510,38667-52427-67342-89146-95214-112579
7511,38673-51235-54219
7512,38690-48957-51145-68823-117062-117394
7513,38694-55227-72249-80209
7514,38702-49700-52718-58655-77181-90198-96731-112914-116573
7515,38719
7516,38722-53306-69167-74334-87142
7517,38733
7518,38734
7519,38740
7520,38746-56780
7521,38748
7522,38751
7523,38753-45425-48283-69665-77959-95311-116831
7524,38763-38870-39474-39722-40046-42284-42998-44826-45174-45668-45994-46158-47992-48853-50506-51392-51873-52508-53908-54122-54202-55376-56516-56878-57036-58452-59470-61620-61778-62594-63432-64954-66588-66725-67324-67684-70314-70952-71322-71682-71709-73106-73512-74438-75498-77738-78206-78454-79322-79324-80204-80666-80880-82614-82834-84958-85336-87202-87224-87496-88108-88672-88684-90268-90564-91452-91642-93948-96490-97290-100266-103570-104472-105044-105476-105980-107110-107422-108836-109105-109912-110330-110980-111444-114504-114914-114920-114940-114942-114950-114952-114958-114978-114982-114988-114992-114994-115002-115006-115016-115018-115020-115046-115064-115090-115092-115098-115102-115105-115114-115130-115134-115136-115158-115160-115164-115166-115187-115210-115215-115224-115229-115234-115248-115262-115264-115266-115270-115272-115282-115290-115318-115320-115326-115328-115336-115348-115358-115366-115368-115374-115382-115384-115396-115412-115422-115424-115448-115454-115456-115468-115496-115541-115544-115550-115552-115559-115560-115582-115600-115617-115618-115620-115624-115628-115632-115648-115654-115658-115670-115672-115674-115692-115698-115700-115718-115728-115738-115744-115750-115752-115756-115758-115762-115768-115774-115778-115780-115791-115806-115814-115822-115838-115844-115856-115870-115874-115876-115878-115887-115906-115910-115916-115936-115942-115944-115950-115954-115956-115960-115968-115970-116008-116012-116024-116029-116030-116060-116062-116066-116068-116070-116077-116080-116088-116096-116100-116102-116104-116107-116112-116114-116122-116124-116126-116128-116173-116182-116194-116198-116200-116214-116226-116228-116244-116252-116276-116282-116288-116290-116292-116302-116306-116308-116314-116318-116326-116356-116364-116366-116376-116416-116422-116426-116440-116446-116450-116454-116462-116465-116470-116474-116482-116504-116508-116516-116526-116544-116556-116558-116560-116564-116566-116568-116577-116580-116582-116589-116596-116612-116636-116644-116648-116650-116660-116662-116676-116678-116684-116708-116712-116716-116744-116750-116762-116770-116780-116783-116784-116786-116790-116836-116850-116864-116882-116888-116896-116901-116922-116926-116952-116966-116971-116978-116988-117020-117032-117044-117052-117102-117118-117120-117126-117134-117140-117144-117157-117166-117174-117176-117181-117182-117184-117186-117196-117210-117218-117228-117230-117272-117282-117286-117290-117292-117298-117300-117304-117306-117309-117324-117330-117336-117347-117362-117368-117376-117388-117396-117407-117408-117417-117421-117432-117440-117452-117458-117462-117470-117472-117474-117487-117488-117499-117506-117510-117534-117546-117550-117556-117572-117576-117578-117580
7525,38764-43138-56283-61324-77973-95848-97590-114212-114342-115860
7526,38770-58201-117110
7527,38774-50362-83272-84908-84940-86490-89378-103874-105132-113480-117236
7528,38787
7529,38794-44798-47560-58500-61290-68958-69310-74848-89236-90290-96944-97006-103362-106168-108254-109890-109910-114772
7530,38799
7531,38808-44371-79101-115987
7532,38814-54704-63978-66956-83008-85392-89948-98954-106340-116734-117610
7533,38818-50873-106958
7534,38822-99350
7535,38825-52205-54010-55563-66785-71189
7536,38836-80830
7537,38838-48630-79890-90360-92846-96112
7538,38856-67387-72861
7539,38869-39186-106088
7540,38882-57926
7541,38886
7542,38928-64804
7543,38944-41806-47658-51354-55690-63224-64060-65850-69390-73582-75742-76174-81930-83359-88265-91302-95664-100429-101414-106956-112532-114986-115194-117070
7544,38950
7545,38955-90674
7546,38957-115306-116728
7547,38970
7548,38979
7549,38999-89177-115703
7550,39004-113252
7551,39018
7552,39029-44346-53769-57056-66095-69611-69951-84138-95492-98248-107409
7553,39035
7554,39040-99540
7555,39059-40091-44981-47645-49069-50531-51241-54854-55299-64182-66563-68289-72275-74085-77583-80529-83080-83753-87599-94741-96377-97785-98003-100431-100733-106737-111437-113639-115051-115245-115435-115595-115809-116065-116667-117263-117513
7556,39062
7557,39071-117026
7558,39073
7559,39077-41111-41291-44703-47483-73489-116951
7560,39080-96493-117400
7561,39083-47072-104379
7562,39137-101120-108203-110903
7563,39148
7564,39159-45403-83520-94209-116706
7565,39160
7566,39165-52218-68800-79218-110464
7567,39169-55922-56619-72460-73592-74616-96566
7568,39183
7569,39189
7570,39200-51790
7571,39204
7572,39206-52586-75615
7573,39216-43758-52750-105116-109170-116224-117078-117594
7574,39221-40749-87198-109293
7575,39223-69521-73729-76647-90211-115613-116879
7576,39250-50746-70624-98590-115602
7577,39254-66128-74648
7578,39263-40178-45217-51178-56310-57299-61632-63067-66238-70160-71568-74224-75066-103846-105215-113140-113302-115401-115443-115808-116166-117595
7579,39295
7580,39305-117129
7581,39319-49278-69030-82603-90036-115345-115846
7582,39324-99812
7583,39327-43390-66290-74753-91537-105190-105446-110045-113451-117042-117484
7584,39337
7585,39344-109614-116160
7586,39360
7587,39379
7588,39381-39561-48601-49375-54118-55469-68685-69103-73547-74741-81293-83001-83689-85830-86165-88059-91058-100559-105346-106082-106828-111817-111907-113815-115311-116345-117007-117215
7589,39392
7590,39448
7591,39452
7592,39457-54557-81343-92753-105203
7593,39459
7594,39467-69159-81391-89259-116055
7595,39477-97524
7596,39478-100942
7597,39485-61947
7598,39489-61041-100652
7599,39490-115523
7600,39496-72302-116360
7601,39514-45568-46072-51220-62384-74982-77420-88380-108618-115322
7602,39523-77896
7603,39557
7604,39578-40883-41685-52043-52261-57912-58664-59628-63736-78813-89918-95923-113774-115233-115908-116854-117438
7605,39588-44352
7606,39597-46039-46889-65111-70539
7607,39612-92714
7608,39625
7609,39627
7610,39633-40494-42511-43556-50225-51838-56645-57501-57795-63168-63704-83942-85058-89033-90065-90248-90341-92949-94884-97364-98804-102553-106463-107652-115357-115439-116179-116203-117041-117431
7611,39640
7612,39668-40343-42567-51822-56414-58181-79076-83619-89124-113797
7613,39670
7614,39683
7615,39688-58261-61596-77110-114288-114571
7616,39692
7617,39700-43012-88171-114155
7618,39702-57194-64250
7619,39705-52939
7620,39714-93641
7621,39732
7622,39742-54646-55008-59311-61884-85485-112206-115949-116238-116623
7623,39744-44935-96902-115000
7624,39774-45004-47594-67984-90366-115984
7625,39782-40580-59153-63322-69336-70935-72445-88527-97673-108077-108985-109378-110726-116845
7626,39796
7627,39798-52884-57417-84654-101506-104692-115985-116448
7628,39805-95582
7629,39806-44711-71026-83890-99214-99574-115106
7630,39810
7631,39833-83088-113540
7632,39847
7633,39852-43410
7634,39860
7635,39869-65236-92971-98206-113882-115795-115903
7636,39880-53503-88129-96497-115053-117311
7637,39884-42092-42193-50968-56715-62756-70309-75838-79103-93256-105804-106278-109694
7638,39889-46199-56353-62299-78506-82539-92633-96091-107659-108711-114909-115149-115395-115485-115527-115537-115591-115941-115975-116007-116909-117057-117241-117398-117465
7639,39900-45204
7640,39912
7641,39914-56966-95708-114706
7642,39916
7643,39927-56694-60815-73143-82218-84981-109689-111481-117244
7644,39931-86612-90284
7645,39944
7646,39947-48080-50268-51022-54379-60445-72686-82956-83953-95826-101903-102181-105603-108982-110186-113267-115029
7647,39950
7648,39956-46972-96756-101652-113518-114218-116204-116702
7649,39958-103915
7650,39968
7651,39970-78324-88254-88596-115798-116812-116920
7652,39974-47786-48458-49422-50390-52010-58731-64938-67516-75700-76988-81468-93894-99894-106438-109802-113992-115030-115680-116192-116924-117014-117342
7653,39985-84410-92189-102729-102875-109616-116521
7654,39999-64949-65399-69333-81456-103607-117000
7655,40007-71265-100087-117199
7656,40031-111031
7657,40049
7658,40051-83463-84375-102733-108803-114033
7659,40060
7660,40077
7661,40103
7662,40110-43369-66993-116705
7663,40120-45120-45202-47282-49988-66378-74964-85042-94230-96064-96087-109130-113176
7664,40126
7665,40136-41085-77971-95465-105777-117493
7666,40139-86551
7667,40141-81567
7668,40143
7669,40146-86645
7670,40148-62099-82927-98689-104059-116857
7671,40157-75769-117411
7672,40158-115831
7673,40160
7674,40165-61513-68119
7675,40174
7676,40191
7677,40207-77198
7678,40225-55217-57523-59569-85185-89299-101735-108835-109931-115875
7679,40244
7680,40252-48170-66734-115631
7681,40256
7682,40271-115179
7683,40277-58341-59074-66099-67219-107509-111794
7684,40285
7685,40296-41564-48024-51430-51554-54672-56358-72314-74035-77530-79410-82672-84634-95433-98096-104054-107280-107722-109590-112526-116958-117066-117112-117527
7686,40299-78656-96473
7687,40304
7688,40335
7689,40352
7690,40355
7691,40359
7692,40387-45453-70572-97311-116476
7693,40390
7694,40408-88736
7695,40410-70636-72042
7696,40412
7697,40431
7698,40439
7699,40448
7700,40458-83027
7701,40478-42100-46572-57918-82892-84258-85390-94542-95768-96226-97260-98240-104932-109086-114150-114222-115378-116132-116546-116592-116792-117250-117526
7702,40482
7703,40501-98633
7704,40502-49756-116757-116861
7705,40509-94642-99448-106680
7706,40510-50825-82616-98099-110557-114029-115557-116733
7707,40524-58400-111516
7708,40530-92497
7709,40543-53170-67339-68231-71686-72131-74935-75151-86289-95225-99025-99184-99908-110517-113669-115163
7710,40552
7711,40583-41440-68480-75843-83536-86634-95903-109847-117107
7712,40584-63124-94232-116209-116297
7713,40588-51828-54380-55858-59170-61748-65356-76270-76490-81466-98866-99996-102716-104874-109023-112924-115574-115912-116181-116456-116498-116871-117514
7714,40596
7715,40598-42616-45660-46518-47812-50944-52216-57168-79792-80976-87934-90450-90612-92750-93762-95376-96286-99318-103496-104684-108606-111434-115152-115344-115512-116162-116916-117104-117616
7716,40601-44966-51736-64235-75820-79457-92719-100553-110335
7717,40606
7718,40610
7719,40617
7720,40626
7721,40657-44739-50321-113523
7722,40722-44681-49723-67699-74256-77371-83185-85547-97001-101793-105913-106567-107822-116515-116799
7723,40729
7724,40746-46780-110138
7725,40764-42759-51817-54088-54371-58668-59050-59976-63372-64422-70987-95390-100618-111866-113720-114745-115556-116251-116719-116833-116932-117603
